# NEM 2010 half-hourly demand
#
# NSW   QLD     SA1     TAS    VIC
7413.13 4490.92 1263.79 1123.93 5219.68
7293.14 4487.69 1240.15 1125.80 5096.67
7265.15 4540.72 1231.48 1114.65 5081.23
7319.34 4631.88 1231.37 1111.08 5128.56
7613.48 4826.74 1239.72 1144.84 5270.94
8073.19 5104.64 1290.85 1203.34 5543.43
8970.43 5559.17 1371.26 1290.61 5993.92
9890.04 6001.35 1518.18 1388.45 6450.91
10277.56 6451.68 1684.37 1503.74 6815.26
10769.98 6588.31 1833.74 1583.26 7252.57
10869.96 6602.08 1960.04 1568.22 7406.65
10784.04 6486.59 1981.33 1535.50 7384.67
10837.91 6484.54 1948.55 1504.12 7456.76
10813.25 6407.57 1917.85 1463.65 7414.38
10783.16 6376.27 1860.59 1445.76 7330.60
10719.00 6390.94 1836.70 1417.50 7282.21
10654.04 6350.18 1795.01 1336.27 7221.88
10605.67 6355.91 1785.99 1375.53 7136.80
10577.05 6334.59 1766.25 1373.50 7128.89
10536.96 6283.18 1746.06 1324.20 7037.40
10534.27 6292.63 1746.07 1303.82 7120.89
10505.87 6308.98 1763.03 1305.64 7104.65
10506.02 6279.10 1760.48 1315.50 7106.10
10464.22 6221.91 1740.65 1318.60 7087.10
10484.97 6202.88 1714.55 1320.86 7049.15
10692.98 6252.28 1698.90 1338.95 7034.51
10990.30 6426.48 1721.94 1370.96 7158.36
11325.66 6613.18 1756.66 1403.78 7338.90
11716.78 6777.64 1823.46 1475.16 7545.99
12155.64 6870.26 1923.88 1503.73 7794.83
12075.98 6866.12 2066.84 1490.81 7778.24
11897.51 6803.91 2105.34 1492.77 7624.68
11652.29 6673.35 2096.56 1459.13 7426.17
11374.39 6635.15 2049.96 1418.60 7291.43
11185.90 6592.79 2033.54 1398.21 7109.52
10933.77 6423.48 1987.84 1358.03 6974.22
10548.19 6247.67 1917.39 1354.31 6760.16
10076.91 5983.38 1864.20 1303.54 6500.35
10015.87 5804.15 1764.14 1250.00 6227.18
9683.65 5661.61 1711.36 1190.15 5948.56
9405.28 5535.04 1613.01 1134.42 6092.07
9257.98 5350.05 1794.29 1098.76 5869.94
9075.96 5161.62 1702.40 1077.07 5669.78
8841.33 4992.92 1656.68 1062.50 5525.35
8651.93 4822.31 1548.39 1043.46 5841.27
8386.33 4683.64 1439.54 1053.13 5709.72
7954.37 4579.96 1341.20 1041.18 5475.03
7593.56 4488.55 1290.07 1045.13 5294.71
7337.51 4475.39 1237.24 1043.96 5144.27
7182.33 4432.13 1216.51 1043.89 5058.07
7144.90 4483.74 1191.63 1056.94 5004.60
7204.59 4614.27 1169.59 1080.40 5024.28
7503.10 4847.60 1174.56 1115.13 5157.05
7899.29 5116.88 1241.17 1162.27 5385.57
8768.96 5525.16 1306.42 1260.72 5851.01
9612.35 5940.18 1460.23 1355.56 6353.17
10000.00 6334.69 1598.35 1452.47 6797.98
10425.96 6518.75 1737.62 1528.70 7111.93
10547.15 6552.11 1835.59 1542.38 7249.91
10357.17 6492.68 1866.62 1532.65 7210.15
10405.96 6490.12 1880.98 1500.54 7197.56
10423.26 6430.49 1875.89 1457.03 7151.08
10271.80 6418.97 1839.45 1435.21 7085.59
10267.54 6409.80 1833.73 1422.15 7041.92
10231.17 6405.02 1830.38 1404.17 7034.50
10218.28 6376.46 1829.88 1386.05 6998.31
10165.43 6341.82 1808.13 1363.50 6988.18
10093.47 6387.74 1782.84 1336.43 6960.97
10033.54 6402.94 1766.53 1318.65 6981.05
9959.72 6392.64 1808.54 1299.63 6905.88
9959.05 6387.84 1803.72 1323.07 6910.31
9972.28 6301.48 1803.46 1340.20 6831.95
10027.22 6239.12 1771.44 1344.55 6797.80
10187.84 6261.87 1770.96 1365.57 6768.88
10418.84 6320.58 1781.76 1400.22 6839.10
10757.05 6422.20 1837.28 1436.92 6937.02
11311.87 6490.52 1897.10 1502.56 7114.89
11831.58 6745.63 1934.45 1540.01 7466.19
11835.47 6746.45 2072.26 1542.87 7530.17
11669.81 6746.49 2174.04 1532.71 7401.68
11464.32 6587.48 2149.65 1515.34 7223.19
11202.76 6534.86 2120.58 1497.03 7077.32
11005.19 6523.18 2083.84 1515.16 6907.83
10842.31 6339.95 2041.49 1487.83 6733.56
10415.00 6122.03 1988.92 1447.03 6525.60
9990.76 5878.23 1925.84 1401.31 6261.55
9988.21 5700.18 1879.57 1333.68 6011.58
9746.23 5664.79 1777.85 1265.86 5757.80
9536.51 5517.27 1672.99 1211.61 5884.95
9317.88 5307.37 1808.45 1172.59 5670.59
9079.79 5097.64 1687.58 1138.88 5481.56
8866.29 4975.44 1616.24 1123.43 5270.97
8620.75 4765.42 1502.19 1105.28 5574.38
8367.07 4649.44 1400.06 1097.22 5366.63
7967.07 4544.73 1325.23 1081.43 5198.82
7593.64 4493.94 1260.89 1080.74 5056.76
7353.06 4461.83 1200.66 1080.93 4955.77
7243.28 4478.10 1133.39 1086.58 4864.02
7171.70 4564.27 1111.22 1104.59 4824.69
7226.99 4623.12 1121.27 1104.77 4875.32
7537.24 4877.54 1151.27 1134.46 5014.07
7972.40 5113.31 1210.55 1174.40 5249.12
8823.30 5533.06 1277.96 1255.41 5711.54
9675.67 5924.61 1414.95 1357.58 6194.02
10084.53 6366.37 1561.20 1490.56 6576.54
10443.16 6516.18 1674.09 1568.09 6926.36
10566.40 6553.92 1757.05 1574.59 7105.64
10358.45 6520.08 1802.13 1550.99 7118.98
10391.16 6500.47 1800.36 1499.83 7119.99
10254.00 6498.63 1783.23 1472.16 7051.72
10148.59 6431.98 1737.78 1436.18 6948.06
10076.63 6400.58 1675.54 1364.23 6905.44
9877.20 6414.79 1646.94 1345.41 6818.58
9851.14 6405.63 1617.36 1360.92 6693.39
9733.55 6363.87 1617.14 1343.16 6601.92
9637.38 6355.34 1599.36 1332.98 6560.23
9596.31 6373.09 1591.04 1314.84 6492.95
9562.96 6380.29 1585.89 1312.72 6498.13
9528.63 6338.58 1562.30 1329.43 6408.45
9438.02 6328.54 1574.21 1336.53 6379.33
9321.80 6306.65 1576.74 1340.41 6301.95
9421.82 6266.86 1552.58 1355.85 6241.61
9570.28 6322.15 1516.17 1373.39 6306.47
9865.87 6323.08 1543.62 1384.33 6441.07
10324.64 6354.86 1554.34 1440.45 6627.42
10719.16 6408.44 1680.60 1439.54 6936.68
10557.19 6414.11 1827.04 1465.59 6984.14
10427.03 6407.60 1926.84 1463.56 6880.02
10121.76 6312.84 1923.92 1424.74 6699.66
9930.72 6205.03 1906.39 1390.60 6629.27
9664.63 6173.72 1889.83 1389.77 6459.96
9609.30 6057.96 1817.86 1350.94 6320.21
9418.27 5896.54 1792.74 1324.55 6187.38
9127.70 5750.63 1785.13 1319.83 5935.95
9298.91 5614.87 1767.92 1278.38 5824.97
9157.47 5503.73 1706.19 1199.20 5663.90
9167.74 5493.32 1664.27 1154.40 5932.19
9024.18 5275.62 1794.90 1163.79 5724.93
8750.95 5129.83 1608.17 1125.20 5440.71
8523.83 4961.73 1512.91 1086.05 5262.28
8272.62 4762.25 1434.36 1066.76 5528.67
7974.69 4665.02 1310.03 1048.22 5316.70
7590.53 4543.65 1220.90 1041.28 5066.76
7254.75 4454.74 1146.75 1021.43 4873.67
6952.07 4398.01 1105.82 1037.69 4718.21
6889.39 4361.60 1071.41 1024.19 4713.85
6790.09 4384.23 1049.95 1031.88 4689.81
6813.94 4438.60 1070.26 1043.93 4668.95
6918.77 4517.25 1072.21 1056.62 4697.99
6995.53 4606.70 1082.03 1081.94 4692.78
7364.56 4729.79 1073.46 1091.69 4757.30
7576.50 4884.60 1119.85 1115.79 4851.22
7932.28 5192.67 1176.41 1153.97 4955.30
8341.22 5423.70 1203.11 1186.38 5217.53
8856.94 5650.13 1318.57 1244.18 5481.90
9213.77 5842.93 1381.32 1308.46 5698.06
9556.78 5921.40 1441.50 1331.14 5882.46
9519.71 5900.29 1482.93 1332.81 5884.03
9565.10 5936.59 1498.37 1334.05 5889.92
9437.41 5907.32 1492.09 1312.83 5866.60
9196.76 5868.58 1453.81 1294.18 5785.22
9051.76 5824.47 1421.84 1281.87 5747.47
8898.44 5773.65 1405.41 1281.61 5674.86
8773.71 5794.85 1395.31 1272.68 5640.87
8659.26 5780.06 1387.92 1231.26 5603.01
8518.34 5704.49 1362.84 1192.60 5502.63
8432.45 5668.88 1324.61 1209.98 5402.43
8398.03 5663.67 1324.89 1190.14 5407.66
8418.28 5682.23 1316.64 1143.84 5316.12
8399.75 5687.65 1319.62 1167.81 5338.29
8534.98 5703.52 1342.02 1197.29 5422.52
8733.73 5842.83 1378.29 1233.30 5594.07
9084.60 5870.44 1467.14 1304.33 5863.90
9818.25 5979.11 1535.67 1372.72 6101.26
9962.35 6013.08 1672.06 1382.24 6346.71
9866.22 5978.10 1713.62 1362.06 6267.30
9592.21 5875.90 1660.50 1332.90 6101.58
9395.75 5892.91 1620.85 1314.65 5942.49
9254.54 5865.94 1558.42 1298.88 5811.76
9207.13 5769.17 1541.59 1285.48 5699.91
9042.12 5688.88 1540.29 1267.73 5581.03
8842.56 5579.10 1537.44 1236.49 5437.16
8918.05 5425.27 1478.67 1198.57 5371.72
8833.88 5391.37 1452.19 1158.13 5320.63
8704.36 5326.94 1433.45 1119.69 5476.60
8493.71 5183.69 1652.34 1104.75 5355.37
8269.14 4989.32 1576.46 1080.31 5232.48
7967.50 4835.78 1452.80 1065.82 5062.55
7784.98 4653.01 1362.74 1047.57 5361.35
7542.53 4506.93 1309.38 1030.56 5231.75
7214.43 4386.45 1202.07 1025.58 4975.42
6929.18 4298.99 1082.34 1028.16 4815.00
6743.03 4248.98 1030.73 1018.68 4653.26
6657.30 4241.64 1042.47 1016.44 4616.58
6629.60 4275.84 993.03 1015.26 4579.05
6660.04 4281.11 945.93 1017.37 4539.34
6702.41 4321.26 947.02 1050.04 4572.29
6831.87 4395.21 950.03 1063.60 4563.08
7021.74 4507.76 961.38 1106.99 4497.73
7297.02 4586.64 979.81 1104.71 4597.89
7559.11 4799.46 1040.34 1154.21 4594.74
8097.96 5045.22 1064.23 1217.63 4708.58
8495.95 5308.34 1136.51 1277.76 5042.81
8797.15 5476.57 1217.74 1287.24 5360.22
9000.88 5604.23 1308.76 1303.13 5610.54
9006.26 5646.94 1369.03 1310.66 5660.10
8994.52 5628.18 1407.25 1327.26 5595.64
8898.15 5629.47 1443.40 1283.83 5556.61
8703.21 5601.32 1423.10 1289.62 5538.77
8624.82 5575.47 1408.65 1283.77 5526.78
8505.36 5500.69 1430.97 1264.65 5523.13
8442.90 5537.19 1427.54 1234.84 5488.86
8361.04 5477.41 1425.06 1220.76 5681.85
8286.72 5434.62 1417.16 1201.32 5617.51
8224.39 5429.77 1378.66 1170.30 5541.05
8234.66 5437.67 1385.35 1166.72 5514.04
8257.28 5420.48 1415.87 1193.24 5523.85
8392.83 5478.89 1427.30 1236.28 5699.25
8556.55 5519.16 1461.88 1272.20 5898.83
8881.66 5694.95 1466.17 1330.17 6166.51
9394.30 5742.74 1573.39 1414.45 6331.33
10167.55 6008.20 1699.07 1479.49 6626.46
10420.99 6162.43 1878.02 1498.05 6729.13
10440.03 6172.91 1952.43 1487.00 6627.06
10292.78 6054.22 1918.01 1466.67 6524.00
10135.04 6126.12 1912.75 1434.34 6440.28
10035.56 6090.19 1900.97 1395.91 6322.41
9847.39 6026.26 1836.91 1384.02 6252.69
9581.28 5876.23 1792.50 1381.60 6072.06
9260.23 5682.94 1710.64 1311.47 5856.84
9158.77 5537.37 1619.19 1261.73 5632.62
8897.92 5420.19 1548.56 1208.07 5435.02
8690.46 5326.54 1479.52 1152.95 5555.64
8494.93 5157.14 1634.03 1122.66 5381.20
8153.30 5060.38 1524.64 1112.98 5286.77
7963.14 4904.03 1453.48 1104.66 5109.00
7791.00 4746.72 1381.44 1111.73 5416.60
7630.07 4615.86 1284.80 1093.10 5311.96
7303.23 4530.79 1220.98 1093.08 5134.90
7092.68 4440.87 1160.32 1068.93 4931.75
6942.67 4406.50 1086.65 1065.89 4797.84
6903.84 4338.18 1068.11 1066.13 4768.62
6910.13 4400.39 1024.75 1075.29 4709.47
7077.64 4512.88 1041.01 1079.38 4754.24
7438.20 4788.36 1086.66 1095.78 4909.33
7910.97 5055.25 1127.14 1132.22 5109.99
8858.96 5527.97 1174.76 1255.84 5628.17
9737.05 5970.13 1352.07 1371.46 6116.44
10317.19 6432.67 1524.89 1491.81 6513.28
10836.09 6573.48 1683.30 1529.74 6818.00
10977.84 6571.01 1820.48 1506.96 6978.78
10750.09 6497.76 1853.94 1459.72 6920.57
10810.46 6460.00 1873.57 1449.73 6962.12
10888.48 6405.99 1930.78 1434.04 6877.64
10884.72 6329.20 1890.04 1387.28 6813.59
10890.82 6292.44 1889.96 1326.55 6708.05
10690.23 6240.81 1894.96 1303.74 6709.18
10555.32 6235.00 1857.98 1288.89 6638.72
10434.66 6211.86 1844.74 1263.80 6661.88
10340.50 6202.35 1838.28 1263.45 6612.37
10238.44 6190.51 1838.99 1252.50 6686.53
10117.35 6208.11 1834.20 1249.66 6676.24
10065.51 6189.13 1830.83 1260.87 6608.44
10052.21 6129.35 1845.98 1235.93 6565.27
10043.13 6138.43 1832.60 1233.84 6479.43
10196.94 6196.82 1806.56 1245.54 6474.45
10496.09 6275.99 1861.72 1205.57 6540.39
10920.80 6374.29 1924.94 1285.89 6661.02
11536.04 6520.73 2019.27 1396.11 6931.92
12356.23 6736.33 2123.72 1435.21 7286.96
12508.11 6879.94 2281.75 1452.75 7497.37
12354.80 6889.81 2355.14 1470.44 7387.64
12096.33 6843.20 2343.84 1442.14 7217.26
11853.17 6879.61 2291.58 1412.02 7072.23
11608.10 6856.35 2265.89 1429.36 6899.15
11420.32 6714.99 2208.92 1411.72 6748.51
11017.29 6533.24 2147.87 1368.53 6550.16
10522.72 6276.17 2079.47 1314.62 6278.62
10447.81 6063.95 1974.88 1257.80 5975.55
10027.46 5879.32 1885.64 1227.03 5748.56
9749.85 5726.50 1774.36 1187.81 5849.78
9463.64 5479.27 1922.94 1150.44 5698.37
9181.92 5315.13 1839.47 1118.68 5505.01
9022.90 5142.87 1778.03 1123.81 5360.73
8834.82 4911.18 1646.64 1118.22 5699.56
8581.46 4766.80 1559.78 1121.13 5522.30
8153.75 4658.41 1456.85 1114.64 5342.57
7784.02 4588.46 1403.56 1119.18 5183.43
7594.12 4580.54 1370.32 1110.71 5076.96
7421.33 4592.51 1344.61 1124.92 5007.87
7413.05 4655.57 1329.39 1137.02 4942.64
7456.69 4754.04 1323.66 1172.68 4997.95
7797.38 5046.65 1337.19 1202.86 5169.71
8235.49 5354.81 1401.35 1256.42 5401.08
9131.01 5853.33 1470.91 1358.97 5896.10
10018.86 6379.53 1631.18 1463.02 6456.59
10513.38 6816.61 1806.84 1580.84 6842.14
10992.04 6886.23 1981.82 1652.51 7202.45
11035.22 6744.94 2095.61 1637.11 7332.40
10908.13 6594.03 2119.65 1572.00 7315.90
10919.04 6530.74 2094.28 1522.40 7367.55
10830.75 6424.15 2094.16 1463.12 7335.40
10787.29 6337.51 2054.78 1412.91 7267.52
10642.40 6290.22 2018.79 1360.58 7219.60
10530.16 6235.00 2004.97 1341.88 7112.32
10388.83 6153.85 1966.48 1319.40 7072.82
10332.95 6067.14 1988.94 1301.63 6984.87
10221.57 6038.67 1984.63 1267.50 6970.12
10119.53 6056.83 1941.91 1265.07 7002.00
10025.42 6039.46 1989.66 1271.04 6984.11
9943.68 6041.81 1984.76 1249.72 6922.56
9864.87 6064.72 1957.94 1260.58 6923.46
9822.14 6023.43 1928.73 1272.40 6865.44
9952.70 6086.16 1916.77 1304.65 6911.60
10207.41 6141.93 1957.64 1321.03 6979.71
10459.57 6299.25 2004.94 1377.43 7138.16
10953.33 6362.48 2073.94 1470.05 7285.24
11736.83 6614.54 2187.31 1511.12 7604.85
11991.47 6798.79 2313.56 1529.24 7646.03
11857.42 6852.14 2368.03 1503.28 7576.33
11658.43 6767.89 2346.72 1481.62 7385.50
11408.17 6812.49 2313.04 1468.19 7263.94
11281.36 6829.16 2258.71 1451.54 7115.50
11095.59 6672.69 2186.56 1428.09 6962.41
10783.93 6482.38 2133.85 1406.14 6772.09
10355.88 6222.07 2053.20 1368.93 6508.79
10287.61 6000.96 1921.51 1300.01 6206.01
9947.92 5814.08 1814.32 1223.16 5913.60
9698.23 5655.88 1735.97 1167.46 6067.10
9480.74 5446.10 1898.76 1129.61 5824.97
9217.83 5246.77 1760.34 1106.28 5648.85
8986.55 5124.90 1676.52 1103.22 5491.09
8813.53 4921.04 1525.76 1082.65 5711.79
8540.52 4737.63 1438.93 1081.42 5581.67
8149.63 4623.23 1340.69 1077.98 5404.64
7837.14 4579.43 1256.41 1067.68 5190.66
7556.47 4552.05 1226.20 1070.55 5163.29
7421.34 4530.46 1195.39 1065.90 5049.22
7376.69 4614.99 1147.05 1084.28 5067.73
7445.98 4720.30 1132.84 1089.66 5031.94
7778.30 5014.79 1116.33 1104.20 5111.30
8238.91 5287.77 1171.88 1149.34 5381.41
9126.79 5812.70 1273.34 1244.90 5806.85
10120.71 6285.10 1486.20 1350.99 6318.70
10566.09 6730.31 1658.91 1470.96 6775.40
10915.07 6821.34 1822.46 1516.36 7082.52
10921.29 6676.85 1961.60 1517.14 7239.74
10693.19 6520.80 2003.67 1505.66 7224.23
10588.07 6437.74 1956.68 1477.50 7249.15
10496.68 6311.68 1988.10 1438.27 7242.48
10311.13 6220.21 1983.50 1409.18 7200.08
10164.84 6184.54 1986.02 1368.37 7133.11
9913.15 6133.70 1995.22 1338.81 7041.62
9706.13 6095.34 1965.36 1323.79 7015.86
9706.54 6039.95 1905.97 1306.21 7064.95
9616.91 5992.53 1955.20 1281.09 7028.09
9555.77 6058.87 1933.88 1271.95 7080.37
9451.01 6037.41 1913.87 1235.97 7150.89
9432.22 6019.74 1865.71 1271.07 7174.67
9328.56 5997.80 1842.01 1291.96 7150.62
9275.75 5967.75 1789.93 1288.41 7139.94
9364.59 6002.88 1751.65 1309.91 7181.40
9536.08 6109.11 1795.83 1334.21 7268.79
9773.34 6203.13 1815.25 1364.13 7382.26
10214.82 6246.26 1893.73 1434.02 7557.78
11108.96 6472.42 2001.04 1478.01 7785.60
11436.13 6640.64 2152.86 1488.97 7834.27
11386.55 6699.48 2247.89 1490.96 7750.95
11245.47 6620.57 2228.21 1468.29 7554.32
11083.46 6657.18 2193.04 1434.53 7386.84
10996.31 6722.15 2161.71 1420.25 7269.27
10795.94 6571.85 2111.04 1421.36 7086.92
10515.30 6395.83 2047.82 1395.68 6858.37
10167.66 6168.52 2025.50 1325.25 6636.54
10154.21 5957.62 1937.61 1295.69 6274.29
9856.06 5771.55 1854.11 1231.35 5990.67
9550.21 5638.26 1699.04 1188.29 6076.17
9378.06 5409.93 1841.75 1142.69 5870.55
9141.41 5230.89 1754.06 1111.42 5691.77
8947.06 5117.18 1698.30 1099.19 5515.47
8763.38 4873.79 1590.63 1084.03 5806.86
8499.08 4698.38 1485.12 1071.87 5672.83
8087.16 4600.65 1356.72 1064.99 5505.55
7723.82 4554.90 1315.30 1067.92 5332.56
7474.82 4557.98 1206.01 1066.49 5201.00
7350.59 4551.19 1220.78 1069.57 5033.91
7336.92 4608.82 1217.79 1074.20 5055.32
7423.51 4703.60 1212.32 1087.12 5102.98
7751.73 4952.68 1247.80 1122.34 5287.97
8220.75 5272.17 1310.97 1168.22 5492.96
9212.35 5788.94 1386.18 1247.01 5945.89
10129.08 6317.91 1550.64 1355.83 6445.41
10644.84 6809.82 1795.59 1490.36 6890.99
11117.75 6924.10 1923.71 1553.08 7201.84
11139.94 6861.04 2090.89 1571.86 7395.20
10849.00 6700.75 2148.17 1548.95 7391.77
10737.48 6596.56 2137.01 1510.06 7376.84
10562.95 6434.42 2139.01 1458.17 7288.58
10362.32 6399.78 2112.88 1396.80 7174.56
10216.28 6341.72 2066.93 1352.28 7138.18
9942.69 6255.66 2009.79 1324.38 7033.28
9766.80 6200.90 2037.41 1313.30 6960.44
9763.46 6195.92 1983.99 1299.44 6972.87
9727.99 6140.06 1965.69 1279.99 6982.24
9614.64 6122.66 1968.57 1278.82 7015.72
9658.40 6115.24 1999.68 1294.97 7010.31
9655.25 6127.92 2000.59 1323.56 6945.65
9557.34 6091.06 1967.28 1329.34 6894.20
9523.11 6068.86 1954.33 1336.22 6808.31
9612.48 6118.28 1946.68 1354.39 6850.89
9811.83 6188.35 1939.82 1383.75 6892.76
10145.66 6368.07 1993.39 1432.28 7042.87
10647.37 6474.43 2039.25 1484.16 7147.85
11503.73 6659.55 2154.89 1532.99 7493.84
11838.52 6761.50 2307.64 1530.34 7674.93
11874.27 6750.68 2411.06 1520.09 7614.69
11779.58 6679.02 2432.21 1511.14 7506.43
11538.57 6725.21 2379.74 1478.80 7373.78
11442.29 6770.82 2357.64 1483.40 7231.51
11297.09 6595.49 2312.64 1463.16 7114.50
10922.36 6366.44 2274.20 1421.62 6838.20
10507.95 6131.79 2194.29 1383.87 6681.64
10475.62 5909.33 2095.14 1310.65 6386.98
10139.93 5767.74 2000.59 1250.67 6114.26
9855.96 5604.64 1904.33 1216.13 6280.16
9586.57 5400.87 2005.11 1175.18 6008.33
9317.43 5247.34 1914.45 1150.22 5831.11
9103.48 5089.86 1843.50 1136.60 5644.57
8926.28 4894.75 1741.46 1121.37 5955.79
8664.27 4716.53 1624.98 1131.29 5811.87
8291.36 4650.26 1533.42 1134.28 5617.27
7925.91 4566.34 1461.43 1129.34 5459.59
7674.72 4582.63 1415.08 1138.14 5358.01
7490.52 4544.41 1374.02 1156.43 5241.80
7476.13 4564.84 1352.75 1157.46 5234.79
7513.78 4687.23 1356.50 1169.23 5249.30
7837.00 4931.20 1368.12 1196.00 5412.69
8352.05 5237.64 1414.22 1234.56 5669.70
9333.62 5700.56 1485.29 1312.76 6094.52
10286.37 6215.16 1643.98 1429.00 6597.58
10766.58 6641.41 1822.91 1544.72 6979.76
11149.00 6736.28 1933.32 1613.98 7342.82
11156.23 6668.75 2073.12 1626.38 7465.02
11040.51 6618.86 2128.29 1591.91 7453.62
11035.10 6513.44 2135.74 1557.89 7507.14
10887.52 6448.02 2109.32 1518.75 7454.53
10750.45 6383.64 2076.69 1483.46 7372.73
10545.74 6314.18 2015.53 1427.15 7280.67
10365.31 6269.90 1990.01 1390.24 7251.41
10191.78 6231.50 1982.37 1367.68 7173.64
10077.54 6197.80 2008.62 1354.43 7128.03
9915.83 6169.35 1984.03 1359.18 7064.67
9710.27 6115.10 1972.62 1349.50 7069.81
9729.98 6127.61 1977.25 1338.05 7006.31
9682.54 6138.83 1948.67 1364.33 6971.33
9533.06 6140.61 1955.27 1352.74 6851.47
9484.51 6091.88 1927.22 1355.73 6762.63
9645.94 6107.87 1914.75 1360.50 6722.63
9870.22 6135.52 1917.42 1393.35 6821.58
10139.88 6194.89 1935.16 1426.74 6944.71
10701.59 6207.77 2001.21 1472.79 7124.30
11496.47 6358.30 2097.98 1484.43 7428.19
11744.88 6493.36 2217.97 1541.03 7620.50
11736.52 6527.67 2301.04 1559.97 7531.90
11493.44 6492.11 2291.86 1529.82 7379.87
11367.53 6531.54 2277.70 1514.79 7253.50
11147.98 6566.74 2238.44 1515.03 7155.65
11033.42 6417.97 2195.73 1490.06 7019.63
10776.70 6317.25 2134.00 1483.97 6808.11
10471.51 6151.39 2087.24 1459.45 6608.28
10551.74 6021.71 2035.22 1419.14 6458.63
10289.00 5890.04 1982.25 1365.39 6289.80
10044.38 5771.16 1895.80 1315.16 6460.59
9802.23 5537.23 2008.59 1251.25 6178.57
9516.40 5371.07 1890.58 1240.94 5958.37
9264.00 5152.13 1793.78 1203.69 5769.10
9005.99 4967.83 1652.23 1204.02 6030.29
8719.88 4784.68 1516.89 1190.90 5867.35
8283.56 4662.43 1416.27 1170.13 5684.94
7944.48 4577.38 1339.02 1178.60 5500.12
7648.99 4556.77 1273.43 1173.90 5363.67
7509.88 4521.43 1223.19 1195.75 5266.61
7432.29 4584.96 1180.28 1184.90 5158.26
7365.05 4611.49 1169.97 1186.46 5120.77
7467.93 4735.52 1153.32 1197.36 5190.38
7686.47 4804.87 1177.24 1210.10 5266.03
8005.01 5051.12 1202.53 1229.70 5375.54
8347.19 5263.57 1246.72 1259.95 5526.24
8876.63 5657.01 1316.12 1305.38 5638.31
9531.31 5861.32 1385.78 1371.81 5894.95
10086.64 6164.46 1539.31 1422.69 6181.13
10358.86 6231.71 1633.60 1446.52 6397.29
10500.66 6206.86 1706.42 1463.56 6558.36
10292.78 6139.19 1729.93 1425.51 6501.75
10127.83 6028.51 1677.55 1471.17 6455.29
9895.32 5942.92 1603.23 1445.44 6379.89
9583.34 5810.34 1520.41 1410.86 6218.12
9379.51 5729.41 1492.00 1357.24 6043.16
9149.50 5645.46 1482.62 1324.71 5945.87
8993.49 5595.30 1444.71 1307.67 5847.38
8859.49 5549.03 1468.89 1289.78 5866.45
8757.37 5490.43 1464.24 1273.78 5804.95
8675.87 5468.31 1481.40 1274.64 5729.28
8692.58 5459.71 1472.10 1259.64 5693.69
8734.15 5476.72 1483.00 1283.81 5711.55
8806.27 5482.66 1518.34 1303.23 5730.77
9096.68 5580.51 1563.74 1343.92 5826.13
9530.98 5768.85 1618.39 1374.10 6006.36
10030.39 5903.98 1720.31 1454.74 6252.45
10968.76 6108.45 1801.09 1528.80 6640.16
11090.30 6274.28 1926.71 1507.06 6878.87
11063.49 6313.04 2006.48 1534.01 6678.12
10788.02 6269.11 1947.81 1520.48 6508.21
10611.31 6306.04 1906.07 1488.99 6458.32
10426.55 6356.10 1858.05 1460.01 6380.85
10246.18 6267.26 1820.94 1437.36 6289.63
10118.51 6130.80 1793.39 1408.78 6158.07
9880.08 5995.19 1757.55 1374.86 6013.98
9827.61 5804.46 1664.63 1331.09 5853.35
9619.83 5706.62 1645.28 1291.41 5665.30
9366.22 5639.30 1612.29 1234.52 5824.99
9134.63 5432.98 1816.63 1192.21 5650.03
8812.01 5277.37 1734.91 1146.62 5523.39
8566.93 5121.99 1701.01 1118.56 5308.82
8352.97 4931.57 1579.97 1123.99 5624.11
8058.69 4811.08 1480.70 1131.44 5444.62
7681.26 4664.24 1378.48 1148.21 5204.77
7463.57 4568.97 1312.13 1135.33 4990.75
7279.37 4531.62 1272.63 1149.76 4852.16
7172.00 4463.45 1209.67 1147.11 4764.30
7100.04 4485.44 1170.71 1142.17 4592.12
7158.37 4509.93 1139.63 1152.69 4622.08
7205.92 4590.35 1124.32 1154.19 4653.70
7410.53 4663.54 1141.22 1172.32 4639.59
7651.44 4799.80 1163.15 1174.46 4732.36
7914.86 4984.98 1208.53 1186.52 4846.77
8302.34 5299.98 1250.98 1224.90 4829.79
8855.75 5527.87 1260.11 1285.03 5055.12
9374.83 5732.13 1357.40 1339.95 5309.76
9707.63 5806.54 1461.01 1382.15 5441.08
9829.65 5878.16 1535.23 1433.66 5559.81
9809.14 5861.81 1587.42 1390.70 5537.43
9684.95 5821.95 1628.50 1419.57 5559.84
9474.60 5710.67 1612.72 1412.78 5533.06
9148.74 5619.34 1610.41 1368.85 5498.51
8982.80 5538.71 1636.10 1370.86 5438.24
8841.43 5464.87 1646.50 1300.44 5402.44
8687.08 5383.91 1671.37 1270.26 5375.97
8487.96 5373.78 1675.99 1294.46 5406.78
8424.30 5341.09 1703.79 1278.39 5338.83
8342.58 5293.18 1721.61 1283.92 5319.74
8334.53 5310.31 1733.87 1282.74 5285.40
8391.57 5318.81 1735.56 1302.58 5308.19
8541.56 5366.74 1734.71 1321.09 5336.34
8788.23 5453.53 1768.35 1368.40 5424.04
9182.24 5660.12 1847.71 1406.49 5603.47
9792.63 5757.60 1930.78 1457.69 5824.31
10814.94 6051.66 2017.40 1478.64 6222.29
