# "Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-046129.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-046126.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-016001.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-018106.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-043091.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-036031.epw"
1.39155,1.47586,1.26382,1.44318,0,1.49389
1.22413,1.31305,0.410247,1.28357,0,1.41745
1.14651,1.23273,1.02955,1.09218,0.839612,1.39557
1.18638,1.26967,0.9501,1.04816,1.2993,1.4674
1.3038,1.38618,0.213269,0.5148,1.41982,1.55985
1.19937,1.51083,1.10431,1.22684,1.52339,1.64664
0.950179,1.25857,1.04746,1.27474,0,1.53337
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.073,0.449802
1.48509,1.57013,0.119423,0,1.67837,1.851
1.29907,1.43561,1.28419,1.28572,1.52912,1.73434
0.471361,1.26587,0.845662,1.22603,1.42555,1.62919
0.640949,0.85324,0.201909,0.644925,1.40602,1.59223
0.45821,1.01578,0.233747,0.217042,1.47746,1.6357
0.739837,1.36165,0.169675,0.187029,1.59229,1.71406
1.38299,1.47944,0.447849,0.449775,1.68557,1.79769
0.875359,1.07802,0.214548,0.410483,0,1.679
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.1061,0.114385
1.58963,1.38004,0,0,1.69689,1.82171
1.42258,1.47432,0,1.56938,1.55117,1.71625
1.15537,1.34111,0,1.3869,1.45171,1.61374
1.15753,1.26566,0.822369,1.22084,1.43401,1.58033
1.23351,1.2981,1.10683,1.17438,1.49245,1.62146
1.37268,1.41837,0.866295,1.24813,1.6173,1.70047
1.51262,1.54295,1.16931,1.41025,1.50565,1.78077
1.05944,1.28243,1.33686,1.55187,0,1.62465
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.19961,0.411986
1.663,1.71157,0.886343,0,1.73347,1.81877
1.47868,1.54532,1.50249,1.53017,1.58546,1.71247
1.31155,1.38527,1.31957,1.34467,1.47885,1.61497
1.2377,1.31331,1.19979,1.1787,1.45974,1.58293
1.28708,1.35076,1.18952,1.12983,1.51936,1.6198
1.43022,1.47351,1.22313,1.19028,1.63315,1.69975
1.58717,1.60908,1.34661,1.31973,1.72731,1.78
1.14592,1.36929,1.49964,1.40684,0,1.6763
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.02008,0.281724
1.62342,1.63408,0,0,1.64045,1.73028
1.45321,1.4859,0,1.45611,1.49992,1.62811
1.28741,1.33292,0,1.33781,1.3951,1.53645
1.20917,1.25855,0,1.18891,1.27416,1.50355
1.24998,1.28996,0,1.14986,1.09368,1.52364
1.37993,1.40038,0.00220935,1.21997,0.511166,1.58772
1.5093,1.4919,0.0183313,1.3676,1.56348,1.63716
1.08187,1.27949,0,1.4947,0,1.47695
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.157725
0.534901,1.17318,0.953689,0,0.894139,1.66849
0.230092,1.40584,1.48251,1.53285,0.992274,1.58574
0.0599487,0.852891,1.30807,1.36564,0.947716,1.50697
0,1.07135,1.18247,1.21321,0.938618,1.48642
0.164087,1.02544,1.18991,1.13889,0,1.51922
0.620583,0.978655,1.28773,0.887179,0,1.59097
1.37649,1.3848,1.27432,1.04885,0,1.64814
1.0025,1.26797,1.36267,1.39859,0,1.52863
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.879865,0.417885
1.59824,0.552051,0.0961126,0,1.67397,1.79813
1.42934,1.31326,1.1855,0.403961,1.54905,1.69735
1.28059,1.31559,1.29281,0.671501,1.45129,1.5977
1.19464,1.26631,1.14909,0.615198,1.41792,1.56513
1.01885,1.25116,1.07767,0.213309,1.37105,1.60802
0.207391,0.574173,0.983396,0.790682,1.6143,1.6847
1.03336,0.83764,1.07406,0.55466,1.70922,1.74781
0.52511,0.204771,0.771389,0.221889,0,1.65072
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.170037,0.180235
1.62801,0.953567,0.769612,0,1.66652,1.7857
1.45939,1.39754,1.5269,1.55755,1.55139,1.7019
1.30382,1.35069,1.35486,1.38965,1.45741,1.60827
1.23298,1.27429,1.231,1.23531,1.42463,1.58017
1.27031,1.08684,1.15795,1.17619,1.22985,1.62545
1.28489,0.378071,1.2594,1.24175,0.981698,1.70496
1.39701,1.49544,1.268,1.33259,1.66316,1.74295
1.13545,0.856562,1.29794,1.49352,0,1.08314
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.36189,0
1.69623,1.72725,1.1303,0,1.76194,0.873931
1.5138,1.55029,1.56046,1.56841,1.61938,0.990872
1.35127,1.21084,1.37879,1.39275,1.52246,0.210981
1.27871,1.26937,1.26247,1.08133,1.50379,0.35574
1.32363,1.38081,1.25521,0.940304,1.55732,0.237309
1.46362,1.50046,1.35613,0.578682,1.66403,0.041014
1.61114,1.61422,1.45573,1.3867,1.75901,0.231978
1.2555,1.43093,1.5182,1.483,0,0.273546
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.41033,0.382808
1.69282,0.507145,1.31526,0,1.7755,1.02117
1.51459,0.892108,1.58296,1.63332,1.63105,1.66023
1.35509,1.24407,1.40756,1.45136,1.52921,1.60574
1.28109,1.26074,1.29184,1.28943,1.50851,1.57326
1.32147,1.24534,1.27721,1.23249,1.57664,1.59433
1.3511,1.48361,1.38901,1.2963,1.67665,1.43724
0.959541,1.59466,1.53417,1.4359,1.75687,1.35754
0.460785,1.00029,1.54033,1.54875,0.93063,1.56328
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.318817
1.68277,1.52829,1.18395,0,0.0210054,1.69857
1.51387,1.57099,1.5735,0.903156,0.207113,1.61308
1.35362,1.43784,1.395,1.30631,0.177533,1.52616
1.28203,1.36691,1.28186,1.28157,0.0635667,1.46022
1.32605,1.40006,1.27934,1.22061,0.810458,0.994726
1.45406,1.51467,1.38638,1.28511,0.834549,1.53233
1.58691,1.61289,1.52376,1.42383,0.352928,1.58262
1.24084,1.45565,1.51885,1.53834,0.242959,1.12044
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.09494,1.71647,1.24976,0,1.08922,1.42039
1.4833,1.58829,1.59058,1.67563,0.899989,1.41842
1.36043,1.43804,1.41596,1.49259,0.872601,1.13204
1.29201,1.35964,1.30054,1.33478,0.82607,1.04618
1.34059,1.2374,1.29394,1.27761,0.218117,0.241529
1.47804,1.40836,1.40363,1.33675,0.236936,0.241642
1.61795,1.40344,1.52709,1.28287,0.347345,0.02487
1.30306,1.14943,1.56984,1.40247,0.668798,0.0377333
0,0,0,0.89976,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.0694057,0.189538
1.76994,1.75467,1.26988,0,1.45613,1.42463
1.58394,1.63189,1.61356,1.68414,1.05464,1.36873
1.41693,1.48137,1.44598,1.49459,1.1791,1.45623
1.3416,1.41376,1.32791,1.33308,0.534736,1.47547
1.3816,1.44573,1.32162,1.28065,0.232736,1.50829
1.51257,1.55807,1.4217,1.34437,0.738199,1.52864
1.6576,1.64773,1.4851,1.4829,1.06881,0.985916
1.42815,1.36455,1.54982,1.584,0.817868,1.06027
0,0,0,0.926517,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.454021,0
1.28716,0,1.20262,0,1.54397,0
0.777672,0,1.5207,1.56987,1.3003,1.15257
0.21118,0,1.35849,1.41093,1.24605,1.34181
0.148284,0,1.24628,1.26481,0.57043,1.19311
0,0,1.18315,1.19379,1.19733,0.206899
0,0,1.26183,0.749622,1.39244,0
0.17869,0,1.30267,1.37914,0.206056,0
0,0,1.36679,1.16793,0,0.166589
0,0,1.36679,0,0,0
0,0,1.36679,0,0,0
0,0,1.36679,0,0,0
0,0,1.36679,0,0,0
0,0,1.36679,0,0,0
0,0,1.36679,0,0,0
0,0,1.36679,0,0,0
0,0,1.36679,0,0,0
0,0,1.36679,0,0,0
0,0,1.36679,0,0,0
0,0,1.36679,0,0,0
0,0,1.36679,0,0,0
0,0,1.36679,0,0,0
0,0,1.36679,0,0,0
0,0,1.36679,0,0,0
0,0,0,0,0,0.29521
1.54577,0,0,0,0,1.6384
1.05165,0,0.208231,1.45032,0,1.57331
1.27635,0,0.320091,1.40045,0,1.50285
1.24229,0,0.222151,1.2666,0.228408,1.48464
1.24327,0,0.134554,1.18747,0.892665,1.51651
1.37043,0.898549,0,1.25108,1.31873,1.55055
0.976063,0.94723,0,1.37147,0.746057,1.2354
0.332803,0,0,1.35593,0.752492,1.5351
0,0,0,0.391428,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.359373
0.369532,1.42702,0,0,0.0561801,1.67361
1.30653,1.42817,0,1.59217,0.120892,1.60317
1.25533,1.16157,1.01383,1.43748,0.872943,1.52817
1.20063,1.24919,1.28074,1.27375,0,1.50611
1.18332,1.31043,1.27775,0.92464,0,1.52277
0.351002,1.41422,1.37716,1.11941,0.244884,1.36304
1.27467,1.51131,1.51171,1.41707,0,1.63411
1.31712,1.37953,1.49323,1.5218,0,1.54057
0,0,0,0.900897,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.560849,0.434074
0,0,1.34148,0,0.548578,1.70756
0,0,1.55472,1.47215,1.34086,1.6387
0,0,1.39977,0.205065,1.3712,1.56742
0,0,1.2921,0.835526,1.35957,1.54732
0,0,1.27185,1.1808,1.41757,1.56513
0,0,1.17667,0.949831,1.4897,1.62689
0,0,1.47013,0.89411,1.50959,1.66392
0,0,1.58431,1.03395,0.790519,1.53065
0,0,0,0.513923,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.237489
1.71491,1.76125,1.44165,0,0,1.6495
1.56809,1.63363,1.59576,1.61136,0,1.58846
1.41908,1.49473,1.4291,1.46211,0,1.52176
1.35938,1.43587,1.31507,1.32363,0,1.51044
1.40082,1.47692,1.32047,1.28028,0,1.56259
1.41454,1.59381,1.40892,1.34485,0,1.62767
1.65976,1.72084,1.50519,1.47194,0,1.65978
1.39026,1.66959,1.49756,1.56507,0,1.53526
0,0,0,0.996851,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.25334,0.553568
1.67702,1.75825,1.425,0,1.69605,1.75868
1.45465,1.62561,1.10738,0,1.5995,1.69222
0.92916,1.48864,1.20841,0.109212,1.52349,1.60787
0.824035,1.40102,1.22921,0.50037,1.51528,1.5959
1.12926,1.12016,1.20976,0.909533,1.58565,1.60838
0.98242,1.47134,1.30891,0.247439,1.6836,1.68059
1.59639,1.60521,1.53581,0.4923,1.75281,1.72246
1.50057,1.68433,1.61414,0.640917,1.0873,1.65548
0,0,0,0.980693,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.74386,0.88805
1.79389,1.83697,1.41097,0,1.8774,1.8494
1.61441,1.68047,1.55884,1.07439,1.74504,1.78036
1.40285,1.34479,1.38599,0.200176,1.65284,1.68816
1.38595,1.17303,1.21611,0.218779,1.63478,1.66125
1.42882,1.35996,1.16848,0.318369,1.68769,1.74489
1.5499,1.57256,1.05437,0.597964,1.79665,1.8442
1.64843,1.73876,0.969309,1.20011,1.88384,1.91191
0.922685,1.77019,1.03067,1.42685,1.20739,1.90276
0,0,0,1.00688,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.70578,1.18117
1.49393,1.85098,1.59329,0.0854829,1.81849,2.00612
1.39754,1.69992,1.64002,1.66092,1.68674,1.89484
1.1554,1.55695,1.40638,1.42212,1.60124,1.79875
1.26624,1.49335,1.36094,1.2993,1.58547,1.77113
1.43354,1.51921,1.40276,1.30738,1.65924,1.83156
1.5693,1.63052,1.51638,1.40287,1.76559,1.90717
1.71061,1.76556,1.64302,1.53826,1.8352,1.96164
1.62403,1.79969,1.7528,1.67822,1.19426,1.94932
0,0,0,1.15765,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.80134,1.19556
1.84519,1.91463,0.344541,0,1.88495,1.98274
1.67183,1.75387,0.353563,1.12531,1.75314,1.88101
1.50055,1.60036,1.19008,1.32209,1.66247,1.8003
1.44073,1.53114,0.360282,1.14533,1.64241,1.74392
1.47565,1.55428,0.604431,0.828693,1.70759,1.76205
1.60209,1.66098,0.83761,0,1.81209,1.84079
1.73747,1.78834,0,0.82841,1.89149,1.90346
1.65728,1.80316,0.857236,1.59183,1.26198,1.83258
0,0,0,1.11066,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.827693,0
0.216605,0.360487,1.62455,0,1.29574,0
0.0963316,0.739515,1.6419,0.812958,1.06954,0
0.152684,1.25126,1.31414,0.836164,0.945895,0.552108
0.186476,1.318,0.998709,1.11243,1.05707,1.56944
0.337268,1.38368,1.22017,1.17851,0.811694,1.62399
0.228617,1.39511,1.36696,1.36155,1.46028,1.69522
0.272397,1.69169,1.64895,1.52168,1.60381,1.74896
0.515355,1.45568,1.69628,1.65826,0.237629,1.71981
0,0,0,1.19815,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.87073,1.25299
1.81907,1.90508,1.71616,0.267062,1.91064,1.98266
1.6712,1.7561,1.73723,1.60858,1.78317,1.88724
1.52448,1.61321,1.52016,1.39913,1.69115,1.80376
1.4614,1.55045,1.41526,1.28528,1.67549,1.77338
1.50857,1.58102,1.41659,1.32587,1.7297,1.82613
1.62947,1.68925,1.54497,1.42902,1.83218,1.91676
1.76844,1.81907,1.66701,1.58292,1.91351,1.98035
1.72113,1.85082,1.78885,1.72156,1.32395,1.98208
0,0,0,1.27463,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.96804,1.42802
1.83294,1.90835,1.6367,0,1.96602,2.04754
1.66741,1.75983,1.62672,1.5186,1.83144,1.94198
1.54045,1.61507,1.42229,1.28075,1.73536,1.825
1.47574,1.5505,1.35087,1.19755,1.7151,1.79745
1.52563,1.59535,1.37574,1.16608,1.78452,1.85271
1.64579,1.7044,1.49833,0.943656,1.8882,1.92831
1.78639,1.83364,1.63388,1.26428,1.96013,1.99427
1.74934,1.87012,1.71083,1.41839,1.39296,1.97842
0,0,0,1.04855,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2.00067,1.4994
1.83932,1.9115,1.55737,0.121333,1.99223,2.06412
1.68909,1.7617,1.58141,1.37802,1.85927,1.95101
1.52514,1.6045,1.48368,1.23682,1.76324,1.86995
1.47827,1.55374,1.31019,0.907194,1.74758,1.8163
1.52427,1.59176,0.987887,0.211243,1.80294,1.87226
1.64831,1.69762,1.35126,0.98589,1.90328,1.93224
1.78416,1.81379,1.3062,1.10495,1.97671,1.99012
1.75603,1.80534,1.55217,1.36083,1.42577,1.96982
0,0,0,0.867988,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.76225,0
1.7888,1.85406,0.0570369,0,1.81385,0
1.63606,1.72367,0.222209,0,1.69448,0
1.50869,1.58715,0.0869641,0.122377,1.5908,0.867389
1.44699,1.53027,0.237643,0.232963,1.5837,0.843267
1.47741,1.55164,0,0.299607,1.64684,0.221882
1.58289,1.64816,0,0.378636,1.69942,0
1.69189,1.74865,0.0690987,0,1.40546,0
1.6453,1.73362,0,0,0,0.226972
0,0,0,0.583451,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.460786,1.49214,0,0,0.221283
0,0.218234,0.43338,0.47033,0,0
0.0193955,0.178782,0.509248,1.1782,0,0
0,0.127959,0,1.33735,0,0
0,0.231632,0,0.290621,0,0
0,1.08146,0.903095,1.33547,0,0
0,0.514189,1.33579,1.34626,0,0
0,0.437295,0.191338,0.804638,0,0
0,0,0,1.17387,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.96076,1.70896
0.814385,0,1.67747,0.532989,1.94714,2.08961
0,0,1.5782,1.44772,1.81869,1.98508
0,0,0.480533,0.928866,1.72573,1.87856
0.19824,0,1.08677,0.643301,1.69912,1.8487
0.215624,0,1.1031,0.61404,1.69286,1.88236
0.203546,0,0.21379,0.811771,1.76398,1.93918
0.462617,0,0.475194,1.21289,1.22893,2.00166
1.42852,0,1.11384,1.66686,1.3372,1.96405
0,0,0,1.32379,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.97411,1.70303
0.804566,1.84617,1.87173,0.87965,1.94922,2.06456
1.08366,1.80044,1.46198,1.79672,1.83008,1.97399
1.44536,1.64172,1.01452,1.60341,1.74696,1.88916
1.49424,1.62108,1.19061,1.49859,1.73456,1.83496
1.54976,1.65604,1.46104,1.48487,1.8011,1.89611
1.66612,1.75222,1.61617,1.55699,1.89308,1.97304
1.77887,1.86899,1.75451,1.681,1.9598,2.03211
1.78781,1.87816,1.83588,1.80077,1.47077,2.02548
0,0,0,1.48037,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.115056,0.0277371,0,0,2.02189,1.74821
1.84688,1.96876,1.89048,0,1.98018,2.08979
1.6903,1.81562,1.8079,0,1.85971,1.9947
1.55202,1.66734,1.6618,0,1.77684,1.92236
1.50503,1.62319,1.53988,0,1.76353,1.89228
1.58764,1.67151,1.53107,0,1.83205,1.9433
1.70867,1.76704,1.64263,0,1.92123,2.0235
1.82693,1.88242,1.76891,0,1.98998,2.07282
1.8458,1.88794,1.83814,0,1.52553,2.07037
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2.08531,1.787
0.363414,1.37549,1.51805,0,2.02326,2.09196
1.11555,1.6325,1.54431,0,1.89998,1.99699
1.07733,1.36715,1.35406,0.167047,1.81732,1.90276
0.234599,1.52408,1.24428,0.333772,1.79395,1.85325
0.45843,1.56108,1.06245,0.945627,1.85772,1.92007
1.36892,1.5972,0,1.1191,1.94859,1.99707
1.67036,1.7691,0,1.35681,2.01111,2.05814
1.59503,1.74837,0.295466,1.11366,1.53836,2.03295
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.142172,0.10308,0,0,1.93514,1.66163
1.72405,1.9022,1.82677,0,1.91798,2.0268
1.58298,1.77121,1.57893,0.332347,1.81873,1.94163
1.13035,1.6075,1.38144,1.25587,1.74626,1.8621
1.18286,1.59745,1.30862,1.30861,1.75145,1.82362
1.3668,1.6457,1.23939,1.42986,1.82209,1.88553
1.43816,1.7051,1.23149,1.19499,1.9186,1.9909
1.76325,1.84329,0.896174,1.59332,1.9878,2.05017
