# "Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-046129.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-046126.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-016001.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-018106.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-043091.epw","Solar field thermal output (MWh), Hourly | Location=E:\/BoM2010-036031.epw"
2.38693,2.53339,1.51706,1.10196,2.42457,2.14837
2.09763,2.43016,1.19513,1.89594,2.37143,2.13586
2.23946,2.42395,0.975013,0.95457,2.27045,1.92395
1.37581,2.22982,0.233576,1.58134,2.05037,1.86741
0,0.946115,0.232034,1.84905,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2.14293,0
0,0,0,0,2.3249,0.457388
0.551446,0,0,0.214521,2.36112,1.35985
1.19328,0,0,0.14342,2.30883,1.22872
0.47752,0,0,0.38847,2.23349,1.33043
0,0.236738,0,0.604356,2.25095,0.779384
0,0,0,0.911382,2.13964,0.219843
0.143297,0,0,1.06627,1.57093,0.0650783
0.0285165,0,0,1.7277,1.82315,0.276906
0.14498,0,0,2.12282,1.95842,0.353485
0.325803,0.480654,0,2.15106,1.90276,0.455659
0,0,0.121883,1.91296,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.35681,0.884936,0,0,0,0
2.35063,2.32398,2.34339,0,1.27899,0.865925
2.40658,2.37161,2.44138,0.62499,1.35703,1.0839
2.41075,2.35371,2.43343,1.02667,1.40157,1.54854
2.47583,2.33472,2.47167,1.46636,1.4577,1.30648
2.27193,2.32563,2.33998,2.1345,1.53824,0.979948
2.10035,2.42474,2.46231,2.2712,1.02089,0.773212
2.45483,2.2709,2.50897,2.39852,0.193616,0.207953
2.24849,2.40185,2.54893,2.44621,1.13562,0.806559
2.35575,2.30138,2.48696,2.54699,1.84335,0.848485
2.25282,2.04611,2.38138,2.47088,0.214808,0.936539
0.819542,0.908164,1.86412,2.2134,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.32049,0.350921,0,0,0.0714403,0
2.44233,2.05292,2.53819,2.17992,1.08719,0
2.25154,1.95747,2.6025,2.53631,1.57745,0
2.34563,1.94202,2.55026,2.52653,1.00933,0
2.33175,1.0834,2.57925,2.53137,0.765602,0
1.54159,0.457108,2.49219,2.30488,0.835188,0
0.808361,0.238424,2.48294,2.3587,1.10304,0
1.92734,0.00785807,2.51904,2.35524,1.09859,0
2.12498,0,2.56808,2.46461,0.483112,0
2.1649,0,2.50427,2.45299,0,0
1.67072,0.182393,2.38059,2.33829,0,0
0.457241,0.339019,1.90367,2.14316,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.96742,1.86847,2.39504,1.75957,0,0
1.79725,0.306121,2.60591,2.38321,0,0
1.71518,1.1633,2.62854,2.16449,0,0
1.14659,1.33043,2.53147,2.52844,0,0
0,0.473367,2.39858,2.43093,0,0
0,0.7795,2.40716,2.41334,0,0
0.244612,0.209226,2.39571,2.16506,0,0
0.780595,0.286397,2.44208,2.42563,0,0
0,0.286397,2.39562,2.33925,0,0
0,0.286397,2.22285,1.00578,0,0
0,0,0.812618,1.57969,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.918229,0,2.47709,1.96151,0,0.16453
0.223981,0.190523,2.6012,2.41455,0,0.185921
0.0301016,0,2.62489,2.71404,0,0.239209
0,0,2.61032,2.59004,0,0
0,0,2.58528,2.65486,0,0.247308
0,0,2.64013,2.68238,0,0
0,0,2.63192,2.71344,0,0.207352
0,0,2.54305,2.74124,0,1.51174
0,0,2.56435,2.71612,0,0.294556
0,0,2.4252,2.59095,0,1.12071
0,0,1.81634,2.36803,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.127132,0.610241,0,0.155155
0,0,0.632376,2.59511,0,0.16813
0,0,1.00902,2.54214,0,0
0,0,0.221765,2.44705,0,0
0,0,0.0674578,2.28387,0,0
0,0,0,2.26941,0,0
0,0,0,2.31765,0,0
0,0,0,2.37098,0,0
0,0,0,2.43702,0,0.225533
0,0,0,2.39519,0,0.981159
0,0,0,2.25435,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.769232
0,0,0,0.138615,0.38504,2.37623
0,0,0.231847,0.250085,1.23899,2.53341
0,0,0.000535468,1.1451,0,2.55452
0,0,0.00970635,0.215654,0.0017429,2.60623
0,0,0,0.447097,0,2.63989
0,0,0,1.40829,0,2.68211
0,0,0,1.85948,0,2.71579
0,0,0,1.95499,0,2.67596
0,0.00195295,0,1.86442,0.223029,2.40547
0,0.22515,0.0923908,1.5784,0.0705148,2.18786
0,0.128587,0,0.942181,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.299488,0,0,0,1.72336,0.753091
1.2547,1.16522,2.22938,1.68109,1.90107,2.47563
1.10988,0.508622,2.32403,0.580992,1.8864,2.59804
0.21113,1.09177,2.26402,1.13253,2.05173,2.63608
1.27081,0.634859,2.25427,2.0216,2.23452,2.60669
1.24873,1.18938,2.16971,2.08469,2.40484,2.58897
0,1.97761,2.28246,2.20864,2.43497,2.55321
0,1.6577,2.36255,1.56945,2.45703,1.84635
1.13283,0.922139,2.20164,2.28401,2.36845,2.12039
1.87356,2.04473,2.37742,2.35582,1.98543,2.4111
0.892635,1.89468,2.36111,1.59391,0,2.13371
0,0,1.73784,1.55131,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.86912,0.743741
0,0.429358,2.62998,2.12152,2.0188,2.4468
0.225139,0.718232,2.74399,2.59063,2.20031,2.4361
0.09675,1.65266,2.68836,2.62817,1.84259,2.25501
0.0204456,0.877267,2.71882,2.53541,1.34636,2.50726
0,1.89284,2.71944,2.40388,0.634351,1.80481
0.305561,2.52215,2.68069,2.51506,1.53561,2.09574
1.43869,2.56599,2.81381,2.54266,0.934401,2.58275
2.10545,2.59432,2.83577,2.56837,1.63907,2.54591
1.61984,2.53456,2.79772,2.50689,1.51968,2.46359
0.478374,2.33617,2.64627,2.27915,1.72653,2.2035
0,0,1.93981,1.02835,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.04173,0.492214,0,0,0.41136,0.820811
2.5934,2.60881,2.02534,1.87994,1.92624,2.56131
2.67417,2.69032,2.65972,2.19785,1.24501,2.64763
2.67397,2.69762,2.58585,1.77413,0.894182,2.68819
2.6341,2.53464,2.66546,1.2977,1.88326,2.61009
2.5941,2.55464,2.27394,0.743403,1.85675,2.65629
2.53398,2.64499,2.391,1.51273,2.05647,2.70498
2.63525,2.62118,1.3709,2.0601,0.211125,2.72614
2.6223,2.69958,2.39586,2.25344,2.00665,2.67592
2.4751,2.61555,2.01908,2.20359,2.26203,2.4112
2.10722,2.41339,2.47579,1.15028,1.52036,2.24587
0,0,1.72944,1.41959,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.204406,0.00079305,0,0,1.53597,0.672608
2.34491,1.71552,2.65314,1.19425,2.07775,2.53991
2.01471,1.40975,2.77398,1.97226,1.04535,2.62326
2.28194,1.02955,2.7665,1.33617,0.470127,2.64931
2.32612,0.205907,2.72341,2.06227,1.23006,2.62684
1.97169,0.772335,2.60502,2.02589,1.961,2.60841
1.61629,0.977024,2.62204,1.9733,1.61165,2.57796
1.84838,1.70188,2.67992,1.64089,0.891383,2.63445
2.16831,2.03978,2.71064,0.222769,0.891383,2.62928
1.95667,1.89334,2.67197,0,0.0895522,2.43253
1.1041,1.96111,2.55702,0,1.59577,2.19725
0,0,1.83768,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.524121,0.0432194,0,0,0.437122,0.133182
2.3501,2.37467,2.36013,0,1.4292,1.93444
2.43748,2.46867,2.48516,0.412832,1.26539,2.15391
2.43744,2.48523,2.51717,2.44646,0.206267,2.01164
2.39235,2.2719,2.3109,2.51724,0.268463,1.09961
2.2304,2.15296,1.96818,2.34951,0.618986,1.33009
1.66726,1.60267,2.18755,2.27752,1.26947,1.3228
1.54948,1.75656,2.07638,2.01157,1.05538,0.226386
1.21125,2.32531,1.67633,2.25018,1.00084,0
2.04946,2.32012,2.25375,2.38008,0,0
2.14559,2.17979,2.3117,2.3178,0.556304,0
0,0,1.59859,2.12597,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.347929,0,0,0,1.91123,0.197523
2.36515,2.34878,2.29392,1.68107,2.35439,2.28344
2.45354,2.41608,2.43927,2.43582,2.32175,2.18643
2.45155,2.45151,2.3239,2.35367,2.24922,1.68794
2.27151,2.17086,2.22785,2.19208,1.40577,1.90717
1.34178,2.02258,2.19179,2.01095,1.51702,1.94155
1.37636,2.16143,1.60246,1.94398,1.03147,2.18053
1.66417,2.33418,2.18209,2.02506,1.87419,2.32957
2.35562,1.80468,1.78883,2.11937,2.14903,2.04293
2.31213,0.222149,2.25556,2.11178,2.10857,1.51354
2.03051,1.02155,2.15427,2.10096,1.22425,2.02127
0,0,1.42542,1.7095,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.495532,0,0,0,2.10081,0
2.47917,2.40164,2.22833,0.932428,2.45626,1.65627
2.56743,2.4982,2.36232,1.75361,2.51819,1.65952
2.55191,2.49968,2.27929,2.04535,2.53405,1.96872
2.38042,2.15584,2.15101,1.54821,2.50387,1.95559
1.97984,1.84421,1.70173,1.20674,2.50407,1.16062
2.02947,1.8833,1.7547,0.221824,2.43383,1.95629
2.44689,2.09156,1.86591,0.193464,2.00114,2.28042
2.49611,1.67718,1.7257,0.230972,2.39786,2.39139
2.30922,2.27048,2.08684,0.947842,2.19985,2.1211
2.14544,2.12232,1.55441,0.217342,1.86597,1.39074
0,0,0.900255,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.398188,0,0,0,2.03356,0.168484
2.41259,2.38302,1.5971,0,2.47894,2.34977
2.49365,2.48295,1.31419,0,2.54938,2.44886
2.45845,2.49627,1.1525,0,2.5722,2.47564
1.87228,2.44736,0.212061,0,2.51289,2.45989
1.92396,2.19873,0.0702386,1.61054,2.36049,2.44749
1.77686,1.22805,0,0.279561,2.15802,2.44454
1.96015,1.70285,0,0,2.45996,2.47805
1.81963,1.25214,0,0,2.38131,2.20769
2.23605,2.32812,0,0,2.19204,1.81311
2.01364,1.64024,0,0,1.91328,2.0585
0,0,0.202308,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.63109,0.0852238
0,0,1.34902,0.474511,2.28954,2.31907
0,0,1.82874,1.56047,2.0687,2.43083
0,0,1.46313,1.56086,1.19241,2.43241
0,0,0.808303,2.4432,1.7864,2.37874
0,0,1.1242,2.24153,1.86415,2.23286
0,0,0.801343,2.21638,1.10578,2.03574
0,0,0.235711,2.15673,1.75589,1.70722
0,0,1.84348,2.26975,2.21675,2.37111
0,0,0.770606,2.2841,2.11997,2.05426
0,0,0.41047,2.24994,1.70214,1.90783
0,0,0.917141,2.11062,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.68314,0
0,0,0,0.933075,2.21373,1.93426
0,0,0.884775,2.36494,2.25962,1.56122
0,0,1.20617,2.0816,2.19079,1.22269
0,0,1.38,0.913418,2.04662,1.272
0,0,1.35732,1.42246,1.88566,1.52664
0,0,1.67786,1.97012,1.63524,0.874884
0,0,1.65273,1.77654,1.475,0.821103
0,0,2.19584,2.1772,2.00242,0
0,0,2.37597,2.36061,2.04587,0
0,0,2.39414,2.35977,1.6689,0
0,0,1.46665,2.03198,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.42096,0
0.358531,1.51602,2.43866,1.23578,2.07459,1.37758
0.64233,0.964453,2.48539,1.50425,2.00057,1.65813
0.215773,0.218291,2.46571,1.65388,1.95857,1.57267
0.214064,0.744918,2.47692,1.60132,1.93291,0.672242
1.33957,0.901061,2.41278,2.12974,1.96364,1.19796
2.29261,1.80696,2.49674,2.28216,1.93189,1.03623
2.4079,2.3704,2.49051,2.25755,1.98775,0
2.41351,2.44241,2.25432,2.52421,1.90704,0
2.35142,2.37634,2.54673,2.44592,1.44185,0
2.13153,2.16412,2.4188,2.41852,1.5813,0
0,0,1.59661,2.27588,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.236918,0,0,0,0,0
2.57675,2.54585,2.53948,1.74387,0,0.981618
2.64839,2.62629,2.66753,2.67481,0,0.639885
2.63805,2.629,2.66049,2.68147,1.25962,0.271375
2.61366,2.60287,2.63608,2.69467,0.515521,0.225599
2.59375,2.58245,2.58927,2.51903,1.0008,0.838704
2.61404,2.60567,2.61209,2.55972,0.351664,0.208388
2.65919,2.64036,2.63678,2.57489,1.06875,0
2.67289,2.65066,2.63245,2.69683,0.565858,0
2.6017,2.57736,2.65409,2.67846,0.226098,0.239837
2.40597,2.38405,2.51967,2.61465,0,0.656158
0,0,1.63972,2.3967,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.150488,0,0,0,0,0
2.58254,2.61011,2.53508,1.5658,1.37553,1.08035
2.64136,2.68244,2.66836,2.62711,1.61251,1.54452
2.6187,2.67643,2.60465,2.60282,1.06933,0.56459
2.58401,2.63878,2.55691,2.45497,0.291878,1.36063
2.55165,2.60542,2.39641,2.36558,0.239011,1.18191
2.57695,2.62141,2.51947,2.31958,0.0111103,1.41328
2.60994,2.64452,2.53507,2.37418,0.994083,1.77344
2.61455,2.64773,2.57284,2.02562,0.301866,1.83651
2.53518,2.56902,2.62438,1.19325,1.47062,1.95016
2.31694,2.3619,2.49287,1.54317,0.817795,0.518118
0,0,1.57639,0.370276,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.0339087,0,0,0,0.631984,0
2.55134,2.53469,2.46883,1.30786,2.06049,1.9867
2.61505,2.61536,2.61025,2.50924,2.02837,1.92158
2.59905,2.61406,2.55334,2.59688,1.74937,1.06699
2.56569,2.57989,2.56053,2.46893,1.67884,1.25836
2.53924,2.53141,2.52352,2.44685,1.69331,1.88567
2.59142,2.59187,2.52962,2.48174,1.91773,2.14493
2.63001,2.62564,2.56321,2.47691,1.52551,2.31762
2.63643,2.63063,2.59563,2.55594,1.88924,2.23991
2.56334,2.55331,2.57566,2.55166,1.70038,2.20266
2.35217,2.34796,2.42555,2.48709,0.416129,2.04291
0,0,1.49459,2.25169,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.56747,2.52632,2.4471,1.22396,0,0.447043
2.62948,2.60302,2.59962,2.56082,0,0.79307
2.60857,2.60109,2.60764,2.60982,0,0.235407
2.57196,2.55208,2.52515,2.59089,0,1.4693
2.53598,2.54157,2.37066,2.53825,0,1.04934
2.50325,2.57164,2.5317,2.50233,0,0.33094
2.61542,2.60579,2.58166,2.54173,0,0.293609
2.6207,2.60597,2.58123,2.58252,0,0.984426
2.5459,2.52943,2.61594,2.57837,0,0.984426
2.33021,2.32152,2.47296,2.48477,0,0.963335
0,0,1.48573,2.20923,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.50304,2.33614,2.52933,0.892911,0.973303,1.59767
2.56772,2.46835,2.66933,2.54309,1.26496,1.07332
2.55899,2.47251,2.59144,2.60233,0.55532,1.06652
2.5026,2.43892,2.55564,2.58235,0.437678,0.855651
2.42852,2.41254,2.4607,2.53306,0.228313,1.06567
2.40933,2.43749,2.55776,2.52769,0.242495,0.790705
2.52005,2.06128,2.60983,2.55964,0.457205,1.10211
2.57891,1.61088,2.62602,2.5992,1.80805,1.00158
2.49908,2.18881,2.63805,2.60013,1.60811,1.62856
2.27086,2.17737,2.49061,2.45683,0.923516,1.2589
0,0,1.31664,1.82479,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.42149,0
2.39066,2.3867,2.35865,0,2.24143,1.53577
2.46365,2.46801,2.53631,0.217871,2.27596,0.803462
2.45757,2.47771,2.34097,0,2.0516,0.938733
2.36244,2.38671,2.28566,0,1.95868,1.25773
1.95074,2.19986,2.05183,0,1.54914,0.668638
1.63295,2.00493,2.06551,0,1.06922,0.234939
2.09698,2.25611,2.25653,0.0530348,2.05911,0.863419
2.37658,2.41886,2.09382,1.68539,2.20267,1.19861
2.38377,2.41075,1.85468,1.75357,2.13827,2.02485
2.17807,2.04586,1.28185,0.888429,1.53135,1.78697
0,0,1.27338,0.97669,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.33745,0
2.43791,2.37834,1.87202,0,2.27387,1.86025
2.50235,2.45663,1.81246,0,2.26717,1.89166
2.49552,2.46037,0.457276,0,2.02219,1.12615
2.4522,2.41259,1.02325,0,1.99257,0.75366
2.42057,2.15988,0,0,1.75623,0.884073
2.31045,1.84626,0.862604,0,2.08334,0.973634
2.05571,2.27246,1.56456,0,2.22111,1.5214
2.48337,2.50533,0.406597,0,1.86267,0.223906
2.41935,2.40959,0,0,2.02433,1.65357
2.1715,2.22032,0,0,1.54669,1.74796
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.19501,0
1.71606,0.292979,0.472917,0.540042,2.14614,1.74054
1.00408,1.19091,1.89476,1.8564,2.16402,1.46516
2.18522,1.27421,2.1433,1.1913,2.12289,0.408043
2.04046,0.369319,2.04683,1.76641,2.05947,1.83722
1.96954,1.45859,1.88334,1.6807,1.73526,1.94624
1.68264,1.74263,2.03688,1.92552,1.93684,2.15942
1.03265,1.84807,1.96196,2.1714,1.77803,2.37027
0.208701,2.27626,2.21105,2.28307,0.585447,2.22741
0,2.1696,2.27578,2.45783,1.72475,2.10658
0,1.825,2.1726,2.44681,0.758911,1.90155
0,0,1.03967,2.12331,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.382839,0
2.47342,2.33472,2.41663,0.935197,2.19553,2.28547
2.54209,2.42541,2.58222,2.49137,2.31747,2.397
2.53116,2.43554,2.57607,2.43219,2.32422,2.25498
2.49272,2.40349,2.47661,2.29713,2.30287,2.17127
2.47076,2.38834,2.35189,2.13628,2.28375,2.12748
2.48013,2.42595,2.34509,2.18818,2.33172,2.02335
2.52976,2.46368,2.41587,2.285,2.31972,2.3587
2.54348,2.46563,2.44001,2.4383,2.11654,2.34404
2.48341,2.38884,2.45658,2.4728,2.05144,2.15517
2.27115,2.08145,2.338,2.43007,1.49607,1.94875
0,0,1.20311,2.07018,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.994986,0
1.48957,0,2.16125,0.628407,2.13925,1.27267
2.20575,0.107405,2.33776,2.34787,2.16215,0.46301
2.35978,0.653526,2.27531,2.29423,2.15518,1.7171
2.30606,0.441853,2.19424,2.17256,2.09172,1.88461
2.14845,0.676314,2.05845,2.01431,1.99751,1.1618
2.36746,0.409033,2.16436,2.0556,2.09144,0.218185
2.24918,0.319984,2.26608,2.08234,2.12396,1.39874
1.67114,0.368127,2.33771,2.44357,1.87249,2.0578
2.5355,0.596724,2.36465,2.32509,2.10124,0.210437
2.28727,0.214475,2.29895,2.16986,0.257108,0.288485
0,0,1.16298,1.84492,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.59614,2.56332,2.35195,0.521948,0.627972,1.89787
2.636,2.58239,2.52156,2.38734,0.441475,1.75927
2.60394,2.47247,2.48074,2.30422,0.228574,1.43218
2.53845,2.23031,2.35972,2.16564,0.0602861,1.0984
2.46643,2.37201,2.21307,1.99258,0.18162,1.33689
2.55408,2.44697,2.38456,2.06341,0,0.207143
2.55081,2.57488,2.49134,2.14262,1.29023,1.37043
2.61702,2.58713,2.56402,2.29087,1.59451,2.05768
2.54942,2.52027,2.40644,2.32691,0.92892,1.91211
2.32827,2.30727,2.32167,2.29673,0,1.39838
0,0,1.22916,1.92877,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1.08418,0
2.3045,2.31511,2.34094,0.462926,1.94855,0.217616
2.36927,2.39405,2.52655,2.43467,2.02039,0.522067
2.34817,2.31921,2.428,2.25666,2.03252,0
2.06748,1.88999,2.28134,2.06337,1.91265,0
1.89319,1.9913,2.07867,1.81972,1.5782,0
1.87585,1.99838,2.174,1.86411,1.58385,0
1.64465,1.91441,2.24422,2.1084,1.48666,0.194365
1.67262,2.02074,2.45927,2.12738,1.62232,0.42347
1.34279,1.56601,2.12664,2.23802,1.61725,1.72961
0,1.97578,1.17641,1.99498,1.3857,1.45588
0,0,0.217009,1.69147,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
